"sex","age","age_cat","race","juv_fel_count","juv_misd_count","juv_other_count","priors_count","days_b_screening_arrest","c_days_from_compas","c_jail_in","c_jail_out","c_charge_degree","c_charge_desc","is_recid","decile_score","score_text","c_charge_violent","c_time_in_jail"
"Male",50,"Greater than 45","African-American",1,0,0,5,29,169,2013-10-25 12:48:33,2013-11-26 02:04:24,"F","Possession of Cocaine",0,2,"Low","N",32
"Female",42,"25 - 45","Other",0,0,0,0,-1,1,2013-02-19 06:19:48,2013-11-27 06:50:00,"F","Burglary Dwelling Assault/Batt",0,1,"Low","V",281
"Male",50,"Greater than 45","Hispanic",0,0,0,1,-1,1,2014-10-19 04:32:02,2014-10-20 01:45:06,"M","Agg Battery Grt/Bod/Harm",0,1,"Low","V",1
"Female",53,"Greater than 45","Caucasian",0,0,0,4,-1,1,2013-07-17 03:05:27,2013-07-17 06:29:47,"F","Poss Contr Subst W/o Prescript",1,1,"Low","N",0
"Male",36,"25 - 45","Hispanic",1,0,0,2,-1,1,2014-09-21 02:00:22,2014-09-22 08:14:22,"M","Criminal Mischief",1,2,"Low","N",1
"Male",29,"25 - 45","African-American",0,0,0,0,0,0,2014-01-23 04:25:31,2014-01-24 09:37:02,"F","Felony Battery w/Prior Convict",0,2,"Low","V",1
"Male",22,"Less than 25","Caucasian",0,0,0,1,-2,2,2013-07-20 07:21:10,2013-07-21 01:46:41,"F","Burglary Conveyance Unoccup",1,4,"Low","N",1
"Male",27,"25 - 45","Caucasian",0,0,0,1,-1,1,2014-01-01 04:41:12,2014-01-02 08:10:32,"F","arrest case no charge",0,9,"High","O",1
"Female",51,"Greater than 45","Other",0,0,0,0,-1,1,2014-12-09 05:16:18,2014-12-11 06:29:05,"F","Grand Theft in the 3rd Degree",0,1,"Low","N",2
"Male",49,"Greater than 45","African-American",0,0,0,19,-1,1,2013-03-18 01:40:39,2013-11-12 06:28:43,"F","Felony Petit Theft",0,10,"High","N",239
"Male",68,"Greater than 45","Caucasian",0,0,0,0,-1,1,2013-08-28 10:09:16,2013-08-29 08:20:34,"M","DUI Property Damage/Injury",0,1,"Low","N",1
"Male",35,"25 - 45","Hispanic",0,0,0,5,0,0,2013-05-09 02:43:09,2013-05-09 07:43:17,"F","Possession of Cocaine",1,7,"Medium","N",0
"Male",26,"25 - 45","Caucasian",0,0,0,4,0,0,2013-09-23 12:36:24,2013-09-26 08:28:31,"F","Tamper With Witness/Victim/CI",1,4,"Low","N",3
"Male",39,"25 - 45","Caucasian",0,0,0,1,-1,1,2014-08-06 10:22:40,2014-08-07 08:29:42,"M","Battery",0,2,"Low","V",1
"Male",57,"Greater than 45","African-American",0,0,0,2,-1,4620,2013-12-04 01:33:31,2013-12-05 01:31:32,"M","arrest case no charge",0,1,"Low","O",1
"Male",33,"25 - 45","African-American",0,0,0,4,-9,9,2013-10-13 10:41:40,2013-10-21 09:18:54,"F","arrest case no charge",0,2,"Low","O",8
"Male",28,"25 - 45","African-American",0,0,0,1,-1,1,2014-10-10 02:22:51,2014-10-11 07:24:22,"F","Unauth Poss ID Card or DL",0,2,"Low","N",1
"Female",47,"Greater than 45","Caucasian",0,0,0,1,-1,1,2014-09-07 07:20:18,2014-09-08 11:09:05,"F","arrest case no charge",0,1,"Low","O",1
"Male",39,"25 - 45","African-American",0,0,0,1,-4,5,2014-10-16 12:19:45,2014-10-16 02:20:57,"F","Aggravated Battery / Pregnant",0,1,"Low","V",0
"Male",53,"Greater than 45","Caucasian",0,0,0,1,-1,1,2013-04-04 11:14:20,2013-04-05 09:47:00,"M","DUI Property Damage/Injury",0,1,"Low","N",1
"Male",34,"25 - 45","Caucasian",0,1,0,15,-1,1,2014-02-10 11:36:28,2014-02-11 12:32:43,"F","Possession of Cocaine",0,7,"Medium","N",1
"Male",37,"25 - 45","African-American",0,0,0,3,0,0,2013-11-18 03:46:24,2013-11-19 10:18:36,"F","Poss3,4 Methylenedioxymethcath",0,2,"Low","N",1
"Male",27,"25 - 45","African-American",0,0,0,7,-13,13,2014-06-20 10:34:38,2014-07-03 06:03:33,"F","arrest case no charge",0,5,"Medium","O",13
"Male",41,"25 - 45","Caucasian",0,0,0,1,-1,1,2014-07-13 05:33:05,2014-09-09 05:24:12,"F","Felony Battery (Dom Strang)",1,4,"Low","V",58
"Male",24,"Less than 25","Asian",0,0,0,0,-1,1,2014-02-26 03:41:51,2014-02-27 08:32:16,"M","Battery",0,3,"Low","V",1
"Male",20,"Less than 25","Caucasian",0,0,2,0,-3,4,2013-12-27 01:47:20,2013-12-27 08:51:11,"F","Grand Theft in the 3rd Degree",0,4,"Low","N",0
"Male",29,"25 - 45","Caucasian",0,0,0,0,-2,3,2013-07-06 01:44:27,2013-07-07 01:34:55,"M","DUI Property Damage/Injury",0,3,"Low","N",1
"Female",32,"25 - 45","African-American",0,0,0,4,0,0,2014-08-20 01:04:58,2014-08-21 02:15:00,"F","arrest case no charge",0,3,"Low","O",1
"Male",29,"25 - 45","Caucasian",0,0,0,7,-15,15,2014-08-06 03:18:57,2014-08-20 09:37:40,"F","arrest case no charge",0,6,"Medium","O",14
"Male",34,"25 - 45","African-American",0,0,0,22,-1,1,2013-03-11 08:02:13,2013-03-12 10:19:12,"F","Driving While License Revoked",1,7,"Medium","N",1
"Male",39,"25 - 45","African-American",0,0,0,1,-1,1,2013-03-06 11:23:53,2013-03-11 09:00:57,"M","arrest case no charge",0,4,"Low","O",5
"Male",53,"Greater than 45","Caucasian",0,0,0,2,-2,2,2013-05-01 05:14:23,2013-05-02 05:04:15,"F","Deliver Alprazolam",0,1,"Low","N",1
"Male",21,"Less than 25","African-American",0,0,0,1,0,0,2014-01-01 03:28:34,2014-01-02 12:12:34,"F","Possession of Cocaine",1,4,"Low","N",1
"Female",33,"25 - 45","African-American",0,0,0,0,-1,1,2014-06-07 09:29:43,2014-06-08 08:08:20,"F","Grand Theft in the 3rd Degree",0,8,"High","N",1
"Male",24,"Less than 25","African-American",0,0,0,2,-1,1,2013-05-20 02:27:24,2013-05-24 02:22:59,"M","Battery",0,4,"Low","V",4
"Male",32,"25 - 45","African-American",0,0,0,3,-1,1,2014-07-30 01:39:00,2014-09-05 08:35:07,"F","arrest case no charge",1,5,"Medium","O",37
"Male",39,"25 - 45","Caucasian",0,0,0,3,-1,1,2014-10-18 09:34:45,2014-10-20 01:34:50,"F","Felony Driving While Lic Suspd",0,5,"Medium","N",2
"Male",37,"25 - 45","Hispanic",0,0,0,6,-1,1,2013-04-24 09:52:41,2013-04-25 10:18:27,"F","Felony Driving While Lic Suspd",1,2,"Low","N",1
"Male",61,"Greater than 45","Hispanic",0,0,0,2,-1,1,2013-02-23 04:41:56,2013-02-26 05:46:04,"F","Felony Petit Theft",1,4,"Low","N",3
"Female",21,"Less than 25","Caucasian",0,3,1,3,-1,1,2013-05-15 08:46:36,2013-05-16 08:50:20,"M","Battery",1,7,"Medium","V",1
"Male",23,"Less than 25","African-American",0,0,0,3,-2,3,2014-03-01 02:56:49,2014-03-03 10:44:34,"F","Grand Theft in the 3rd Degree",0,4,"Low","N",2
"Female",37,"25 - 45","African-American",0,0,0,1,-1,1,2014-07-16 11:06:15,2014-07-19 01:40:57,"F","Aggravated Assault W/Dead Weap",0,5,"Medium","V",3
"Male",35,"25 - 45","African-American",0,0,0,5,-1,1,2013-09-05 12:06:51,2013-09-07 02:41:31,"F","Driving While License Revoked",1,6,"Medium","N",2
"Female",34,"25 - 45","African-American",0,0,0,1,0,0,2013-02-12 02:22:23,2013-02-12 08:30:00,"F","Driving While License Revoked",0,2,"Low","N",0
"Male",59,"Greater than 45","African-American",0,0,0,22,-1,1,2013-01-23 04:45:17,2013-04-02 10:35:27,"F","Felony Petit Theft",1,6,"Medium","N",69
"Male",28,"25 - 45","African-American",0,0,0,2,-1,1,2013-01-15 07:30:10,2013-05-20 09:16:44,"F","arrest case no charge",1,2,"Low","O",125
"Male",23,"Less than 25","Caucasian",0,0,0,0,-1,1,2013-09-30 10:10:28,2013-10-03 07:24:16,"F","Possession Of Methamphetamine",0,8,"High","N",3
"Male",44,"25 - 45","Caucasian",0,0,0,2,-1,1,2013-12-04 08:57:46,2013-12-11 09:56:41,"F","arrest case no charge",0,5,"Medium","O",7
"Male",37,"25 - 45","African-American",0,0,0,11,-1,1,2014-05-29 08:59:15,2014-05-30 01:17:20,"M","Battery",1,7,"Medium","V",1
"Male",23,"Less than 25","African-American",0,0,0,2,-1,1,2013-02-16 06:08:37,2013-02-20 05:21:23,"M","Trespass On School Grounds",1,7,"Medium","N",4
"Male",25,"25 - 45","African-American",0,0,0,4,-1,1,2014-08-12 03:25:00,2015-05-01 12:01:36,"M","Burglary Dwelling Occupied",0,10,"High","V",262
"Male",41,"25 - 45","African-American",0,0,0,14,0,0,2013-09-05 02:43:41,2013-09-05 07:37:30,"F","Possession of Cocaine",1,6,"Medium","N",0
"Female",39,"25 - 45","African-American",0,0,0,3,-1,1,2014-10-19 05:15:53,2014-10-20 01:49:13,"F","Uttering a Forged Instrument",1,5,"Medium","N",1
"Female",31,"25 - 45","Caucasian",0,0,0,1,-1,1,2014-09-10 07:01:03,2014-09-11 08:00:54,"F","Grand Theft (Motor Vehicle)",0,2,"Low","N",1
"Male",21,"Less than 25","African-American",0,0,0,2,-1,1,2014-02-25 10:55:52,2014-04-02 10:20:00,"M","Littering",1,8,"High","N",36
"Male",23,"Less than 25","African-American",0,0,0,0,-1,1,2013-10-29 06:06:57,2013-10-31 02:30:08,"F","Grand Theft in the 3rd Degree",0,5,"Medium","N",2
"Female",26,"25 - 45","African-American",0,0,0,1,-1,1,2014-08-06 05:11:58,2014-08-07 08:01:25,"F","Aggrav Battery w/Deadly Weapon",1,3,"Low","V",1
"Male",19,"Less than 25","African-American",0,1,0,2,-6,6,2014-08-30 12:40:24,2014-08-31 01:53:28,"F","Grand Theft in the 3rd Degree",1,7,"Medium","N",1
"Male",41,"25 - 45","Asian",0,0,0,2,-1,1,2014-01-22 07:06:45,2014-07-03 06:02:40,"F","Felony Petit Theft",1,8,"High","N",162
"Male",35,"25 - 45","African-American",0,0,0,0,-1,1,2013-01-12 01:36:43,2013-01-13 01:22:39,"F","Tamper With Witness/Victim/CI",0,1,"Low","N",1
"Male",31,"25 - 45","African-American",1,1,1,13,-1,1,2014-10-22 08:58:25,2014-10-24 04:21:11,"F","Poss Pyrrolidinovalerophenone",1,9,"High","N",2
"Female",19,"Less than 25","African-American",0,0,0,1,-1,1,2014-08-05 07:05:17,2015-10-13 07:10:00,"F","Burglary Unoccupied Dwelling",1,9,"High","N",434
"Male",38,"25 - 45","Other",0,0,0,0,-1,1,2013-02-13 09:32:19,2013-02-14 08:31:49,"F","Felony Committing Prostitution",1,1,"Low","N",1
"Male",26,"25 - 45","Caucasian",0,0,0,5,-1,1,2014-09-08 04:18:58,2014-10-13 09:23:06,"F","Possession of Cocaine",1,4,"Low","N",35
"Female",31,"25 - 45","African-American",0,0,0,0,-1,1,2014-06-29 12:46:31,2014-06-30 01:55:40,"F","Aggravated Assault W/Dead Weap",0,1,"Low","V",1
"Female",31,"25 - 45","Caucasian",0,0,1,2,-1,1,2014-05-03 05:18:43,2014-05-04 08:13:29,"F","Burglary Structure Unoccup",1,8,"High","N",1
"Male",25,"25 - 45","Caucasian",0,0,0,2,0,0,2013-03-19 03:36:03,2013-03-20 04:10:08,"M","Driving Under The Influence",0,6,"Medium","N",1
"Female",26,"25 - 45","Other",0,0,0,4,-1,1,2014-07-07 10:28:01,2014-07-09 10:06:53,"M","Battery",1,7,"Medium","V",2
"Male",44,"25 - 45","African-American",0,0,0,9,-28,28,2013-07-08 03:02:29,2013-08-02 11:00:32,"F","Grand Theft in the 3rd Degree",0,8,"High","N",25
"Male",30,"25 - 45","African-American",0,0,0,3,0,0,2014-12-29 07:22:39,2014-12-29 07:21:35,"F","Possession of Cocaine",0,3,"Low","N",0
"Male",41,"25 - 45","African-American",4,0,0,17,-1,1,2013-08-25 09:50:44,2013-11-07 07:15:52,"M","Battery",0,8,"High","V",74
"Male",34,"25 - 45","African-American",3,1,0,13,-1,1,2014-07-11 05:24:24,2014-07-12 08:02:16,"F","arrest case no charge",1,7,"Medium","O",1
"Female",26,"25 - 45","African-American",0,0,0,2,-1,1,2014-07-19 10:38:27,2014-08-08 08:44:32,"M","Battery",0,3,"Low","V",20
"Female",44,"25 - 45","Caucasian",0,0,0,1,-3,4,2014-02-15 02:17:57,2014-02-16 08:13:01,"F","Battery on Law Enforc Officer",1,1,"Low","V",1
"Male",25,"25 - 45","Caucasian",0,1,0,6,-16,16,2013-04-16 09:53:01,2013-04-18 07:30:00,"F","arrest case no charge",0,4,"Low","O",2
"Male",37,"25 - 45","African-American",0,0,0,4,-1,1,2014-04-14 12:25:01,2014-05-02 09:49:49,"F","Felony Driving While Lic Suspd",0,6,"Medium","N",18
"Male",45,"Greater than 45","Caucasian",0,0,0,2,-1,1,2013-02-22 12:35:53,2013-02-23 08:32:59,"M","arrest case no charge",0,2,"Low","O",1
"Male",21,"Less than 25","Hispanic",1,0,0,1,-1,1,2013-04-12 07:40:56,2013-04-17 01:34:03,"F","arrest case no charge",1,10,"High","O",5
"Female",41,"25 - 45","African-American",0,0,0,0,0,1,2014-01-02 12:18:04,2014-01-03 02:25:43,"F","Aggravated Battery",0,1,"Low","V",1
"Male",38,"25 - 45","Caucasian",0,0,0,18,-12,12,2014-09-11 11:57:17,2014-09-22 11:23:16,"F","arrest case no charge",0,9,"High","O",11
"Male",49,"Greater than 45","African-American",0,0,0,4,-1,1,2013-08-26 09:16:39,2013-08-27 06:57:19,"M","Battery",0,1,"Low","V",1
"Male",21,"Less than 25","African-American",0,0,0,0,-1,1,2013-09-29 04:10:18,2013-09-30 08:01:00,"F","Fleeing Or Attmp Eluding A Leo",1,6,"Medium","N",1
"Female",22,"Less than 25","Caucasian",0,0,1,0,0,0,2014-12-20 03:03:36,2014-12-21 08:16:11,"M","Battery",0,4,"Low","V",1
"Male",44,"25 - 45","Caucasian",0,0,0,1,0,0,2014-01-30 04:51:13,2014-01-30 10:00:28,"M","Driving Under The Influence",1,1,"Low","N",0
"Male",46,"Greater than 45","Caucasian",0,0,0,9,0,1,2013-11-16 02:06:57,2013-11-20 05:42:41,"M","Battery",0,5,"Medium","V",4
"Female",34,"25 - 45","Caucasian",0,0,0,0,-2,3,2013-09-08 01:02:26,2013-09-09 04:59:23,"F","Grand Theft (Motor Vehicle)",0,3,"Low","N",1
"Male",46,"Greater than 45","African-American",0,0,0,4,-8,7,2013-08-19 03:15:35,2013-08-27 10:56:34,"F","arrest case no charge",0,1,"Low","O",8
"Male",25,"25 - 45","African-American",0,1,0,4,-1,1,2014-06-13 03:03:54,2014-07-02 05:35:00,"F","arrest case no charge",1,8,"High","O",19
"Male",40,"25 - 45","African-American",0,0,0,1,0,0,2014-08-14 02:23:37,2014-08-14 08:56:29,"F","Grand Theft of the 2nd Degree",0,1,"Low","N",0
"Male",30,"25 - 45","African-American",0,1,1,18,-1,1,2013-03-15 10:23:36,2013-05-16 06:27:15,"F","Burglary Conveyance Unoccup",1,10,"High","N",62
"Male",43,"25 - 45","African-American",0,0,0,3,-1,1,2014-04-06 11:37:26,2014-04-08 10:43:23,"F","Felony Battery (Dom Strang)",0,1,"Low","V",2
"Male",33,"25 - 45","Caucasian",0,0,0,0,-1,1,2013-04-18 03:40:20,2013-06-11 01:18:17,"F","Burglary Assault/Battery Armed",0,2,"Low","V",54
"Male",42,"25 - 45","African-American",0,0,0,7,-1,1,2014-03-07 11:33:05,2014-03-09 09:14:28,"F","Felony Battery (Dom Strang)",1,5,"Medium","V",2
"Female",63,"Greater than 45","African-American",0,0,0,1,0,1,2013-11-08 03:13:23,2013-11-08 09:33:45,"F","Possession of Cannabis",0,1,"Low","N",0
"Male",47,"Greater than 45","African-American",0,0,0,0,-1,1,2014-10-18 08:48:02,2014-10-19 07:43:24,"M","Battery",1,1,"Low","V",1
"Male",26,"25 - 45","African-American",0,0,0,3,-1,1,2013-09-28 06:05:10,2013-11-14 08:19:34,"F","Aggravated Battery / Pregnant",1,7,"Medium","V",47
"Male",38,"25 - 45","African-American",2,0,0,21,-1,1,2014-01-02 06:32:12,2014-01-03 07:25:56,"F","Felony Battery w/Prior Convict",1,10,"High","V",1
"Male",29,"25 - 45","Caucasian",0,0,0,1,-1,1,2014-11-28 09:31:14,2014-11-29 10:40:20,"F","Grand Theft in the 3rd Degree",0,5,"Medium","N",1
"Female",23,"Less than 25","Hispanic",0,0,0,7,-1,0,2014-07-04 07:11:46,2014-10-16 12:37:49,"F","arrest case no charge",0,8,"High","O",104
"Male",32,"25 - 45","African-American",0,0,0,2,0,0,2014-12-27 07:05:50,2014-12-28 01:43:35,"F","Aggravated Assault w/Firearm",0,6,"Medium","V",1
"Female",26,"25 - 45","Caucasian",0,0,0,0,-1,1,2014-04-11 12:03:27,2014-04-12 07:58:04,"F","Aggrav Battery w/Deadly Weapon",0,4,"Low","V",1
"Male",39,"25 - 45","Other",0,0,0,0,-1,1,2013-11-26 06:08:42,2013-11-27 02:09:15,"M","Battery",0,1,"Low","V",1
"Male",25,"25 - 45","African-American",0,0,0,2,-1,1,2013-11-22 08:30:44,2013-11-23 10:09:46,"F","arrest case no charge",0,4,"Low","O",1
"Male",26,"25 - 45","Caucasian",0,0,0,4,0,0,2014-01-29 04:01:47,2014-11-18 06:28:58,"M","Viol Injunct Domestic Violence",1,7,"Medium","N",293
"Female",24,"Less than 25","Hispanic",0,0,0,0,0,0,2013-09-04 01:32:50,2013-09-04 01:46:03,"M","Battery",0,4,"Low","V",0
"Male",50,"Greater than 45","Caucasian",0,0,0,0,-2,2,2014-02-02 05:06:04,2014-02-04 12:04:14,"F","Lewd or Lascivious Molestation",0,1,"Low","V",2
"Male",51,"Greater than 45","African-American",0,0,0,11,-1,1,2013-08-12 03:47:07,2013-10-30 09:56:54,"M","Petit Theft $100- $300",1,5,"Medium","N",79
"Male",42,"25 - 45","Caucasian",0,0,0,8,-1,1,2013-12-10 08:19:39,2013-12-11 09:07:56,"F","Agg Fleeing and Eluding",0,4,"Low","N",1
"Male",34,"25 - 45","African-American",0,0,0,1,-1,1,2014-12-05 10:29:13,2015-01-08 10:27:04,"M","Agg Battery Grt/Bod/Harm",0,6,"Medium","V",34
"Male",33,"25 - 45","African-American",0,0,0,0,0,1,2014-10-16 01:24:44,2014-10-16 08:03:13,"F","Failure To Return Hired Vehicle",1,1,"Low","N",0
"Male",40,"25 - 45","African-American",0,0,0,1,-1,1,2014-10-27 06:34:14,2014-10-28 01:53:52,"M","Battery",0,1,"Low","V",1
"Female",19,"Less than 25","Caucasian",0,0,0,0,0,1,2014-09-12 04:24:34,2014-09-12 08:18:36,"F","Battery on Law Enforc Officer",0,5,"Medium","V",0
"Male",52,"Greater than 45","Caucasian",0,0,0,16,-4,5,2014-10-12 01:30:43,2014-10-23 03:05:46,"F","Possession of Hydrocodone",1,9,"High","N",11
"Male",44,"25 - 45","Caucasian",0,0,0,0,0,1,2013-09-04 12:17:51,2013-09-16 07:36:54,"F","Grand Theft (Motor Vehicle)",0,4,"Low","N",12
"Male",29,"25 - 45","African-American",0,0,0,2,-1,1,2014-10-29 07:43:21,2015-01-22 09:49:02,"F","Retail Theft $300 1st Offense",0,2,"Low","N",85
"Male",23,"Less than 25","Hispanic",0,0,0,0,-1,1,2013-12-06 05:41:23,2013-12-07 01:44:33,"F","Poss Contr Subst W/o Prescript",0,5,"Medium","N",1
"Male",21,"Less than 25","Hispanic",0,0,0,0,0,1,2013-10-27 02:30:11,2013-10-27 08:17:23,"F","Deliver 3,4 Methylenediox",0,7,"Medium","N",0
"Male",21,"Less than 25","African-American",0,0,0,0,-1,1,2014-04-25 03:20:05,2014-06-03 01:25:10,"F","Impair/Impede Phone/Power Dwell",0,8,"High","N",39
"Male",38,"25 - 45","African-American",0,0,0,0,-1,1,2013-05-26 10:41:56,2013-06-05 09:47:42,"F","Burglary Dwelling Assault/Batt",0,1,"Low","V",10
"Male",52,"Greater than 45","Caucasian",0,0,0,3,-15,15,2014-05-29 09:17:19,2014-06-13 10:43:13,"F","Felony/Driving Under Influence",0,2,"Low","N",15
"Male",36,"25 - 45","Caucasian",0,0,0,2,-1,1,2013-10-14 07:59:18,2013-10-15 07:40:50,"M","Battery",0,1,"Low","V",1
"Male",57,"Greater than 45","Caucasian",0,0,0,0,-1,2,2014-10-09 12:48:12,2014-10-10 11:27:01,"F","Aggravated Assault W/Dead Weap",0,1,"Low","V",1
"Female",23,"Less than 25","African-American",0,0,0,1,-1,1,2013-04-17 03:45:44,2013-04-18 09:35:33,"F","arrest case no charge",0,9,"High","O",1
"Male",62,"Greater than 45","Other",0,0,0,1,-1,1,2014-05-05 10:08:48,2014-05-06 08:45:07,"M","Battery",0,1,"Low","V",1
"Male",33,"25 - 45","Caucasian",0,0,0,0,-1,1,2013-12-01 10:12:15,2013-12-02 01:55:48,"M","Battery",0,1,"Low","V",1
"Male",34,"25 - 45","Caucasian",0,0,0,2,-1,1,2013-02-16 05:53:02,2013-02-17 07:51:42,"M","arrest case no charge",0,2,"Low","O",1
"Female",34,"25 - 45","Other",0,0,0,1,-1,1,2014-12-04 12:28:00,2014-12-05 08:28:21,"F","arrest case no charge",0,2,"Low","O",1
"Female",41,"25 - 45","Caucasian",0,0,0,0,-1,1,2014-11-25 11:47:06,2014-11-26 02:23:29,"F","Neglect Child / No Bodily Harm",0,1,"Low","N",1
"Female",23,"Less than 25","Caucasian",0,0,0,1,0,0,2014-08-01 05:30:30,2014-09-17 09:32:15,"M","Viol Prot Injunc Repeat Viol",0,5,"Medium","N",47
"Male",20,"Less than 25","African-American",0,0,1,0,0,0,2014-01-04 11:36:47,2014-01-06 11:05:28,"F","Burglary Conveyance Unoccup",0,8,"High","N",2
"Male",29,"25 - 45","African-American",0,0,0,2,-1,1,2014-12-02 04:28:33,2014-12-03 08:01:45,"F","Pos Cannabis W/Intent Sel/Del",0,10,"High","N",1
"Male",24,"Less than 25","African-American",2,0,0,7,-1,1,2013-10-24 10:28:40,2013-10-27 07:45:15,"M","Viol Prot Injunc Repeat Viol",1,8,"High","N",3
"Female",23,"Less than 25","Hispanic",0,0,0,0,-2,3,2013-06-09 12:16:01,2013-06-11 01:19:44,"F","Possession of Cocaine",1,6,"Medium","N",2
"Male",42,"25 - 45","African-American",0,0,0,0,-3,4,2014-12-17 10:52:56,2015-01-20 09:05:50,"F","Possession Of Heroin",1,1,"Low","N",34
"Male",57,"Greater than 45","African-American",0,0,0,3,0,0,2013-04-27 06:02:34,2013-04-29 01:41:38,"F","Aggravated Assault W/dead Weap",0,1,"Low","V",2
"Male",37,"25 - 45","Caucasian",0,0,0,2,-1,1,2014-05-28 06:38:36,2014-05-29 08:59:07,"F","Sell or Offer for Sale Counterfeit Goods",0,6,"Medium","N",1
"Male",21,"Less than 25","African-American",0,0,0,0,-1,1,2013-12-27 04:28:14,2013-12-28 08:24:11,"M","Battery",0,3,"Low","V",1
"Male",49,"Greater than 45","Caucasian",0,0,0,1,-22,23,2014-01-28 12:27:03,2014-01-30 08:45:35,"F","Resist Officer w/Violence",0,1,"Low","V",2
"Male",24,"Less than 25","African-American",0,0,0,1,-1,2,2013-01-30 03:09:43,2013-01-30 07:28:46,"F","Burglary Structure Unoccup",1,4,"Low","N",0
"Male",39,"25 - 45","Caucasian",0,0,0,2,-1,1,2013-09-03 11:32:26,2013-09-04 02:17:38,"M","Battery",1,2,"Low","V",1
"Female",25,"25 - 45","African-American",0,0,0,7,-1,1,2014-12-17 01:30:47,2014-12-19 08:57:13,"F","Grand Theft in the 3rd Degree",0,4,"Low","N",2
"Male",41,"25 - 45","African-American",0,0,0,4,-1,1,2013-10-18 09:30:02,2013-10-19 08:19:06,"F","Child Abuse",0,5,"Medium","V",1
"Female",55,"Greater than 45","Caucasian",0,0,0,0,-1,1,2013-08-11 06:49:45,2013-08-12 09:32:58,"M","Driving Under The Influence",0,1,"Low","N",1
"Male",49,"Greater than 45","African-American",0,0,0,3,-1,1,2014-11-03 12:38:36,2014-11-04 10:13:42,"F","Possession of Cocaine",1,8,"High","N",1
"Male",28,"25 - 45","African-American",0,0,0,8,-1,1,2013-01-09 01:31:01,2013-01-12 12:38:27,"F","Uttering a Forged Instrument",1,6,"Medium","N",3
"Male",19,"Less than 25","African-American",0,0,0,0,0,0,2014-10-10 04:28:45,2014-11-12 09:30:21,"F","Crimin Mischief Damage $1000+",0,6,"Medium","N",33
"Male",33,"25 - 45","African-American",0,0,0,0,-1,1,2013-12-12 03:14:03,2013-12-13 01:14:04,"F","Grand Theft (Motor Vehicle)",0,1,"Low","N",1
"Male",20,"Less than 25","Caucasian",0,0,1,0,-1,1,2014-03-27 01:13:30,2014-04-04 08:54:48,"F","arrest case no charge",1,6,"Medium","O",8
"Male",52,"Greater than 45","Caucasian",0,0,0,2,-1,1,2014-06-12 10:20:36,2014-06-13 08:53:00,"M","Stalking",0,1,"Low","N",1
"Male",58,"Greater than 45","African-American",0,0,0,10,-3,3,2013-06-15 08:00:48,2013-06-17 05:04:07,"F","Possession of Cocaine",1,3,"Low","N",2
"Male",26,"25 - 45","Hispanic",0,0,0,5,0,1,2013-02-11 12:54:22,2013-02-11 10:02:21,"F","arrest case no charge",1,9,"High","O",0
"Male",50,"Greater than 45","African-American",0,0,0,1,-1,1,2014-01-31 11:01:58,2014-02-01 10:10:12,"F","Possess Weapon On School Prop",0,1,"Low","N",1
"Male",31,"25 - 45","Hispanic",0,0,0,0,-1,1,2014-11-21 11:15:53,2014-11-26 08:27:57,"F","Neglect Child / No Bodily Harm",0,1,"Low","N",5
"Male",24,"Less than 25","Caucasian",0,0,0,0,0,0,2013-01-23 03:55:12,2013-02-07 08:39:52,"F","Aggravated Battery",0,2,"Low","V",15
"Male",21,"Less than 25","African-American",0,0,0,0,-1,1,2014-06-29 05:50:09,2014-06-30 12:55:24,"F","Grand Theft in the 3rd Degree",0,2,"Low","N",1
"Female",52,"Greater than 45","Caucasian",0,0,0,0,-1,1,2013-12-14 04:55:04,2013-12-15 09:13:15,"M","Battery",0,3,"Low","V",1
"Female",20,"Less than 25","African-American",0,0,0,0,-1,1,2014-02-10 07:08:16,2014-02-11 11:50:51,"F","Grand Theft in the 3rd Degree",0,4,"Low","N",1
"Male",25,"25 - 45","Other",0,0,0,1,-1,1,2013-08-12 08:23:20,2013-10-09 09:34:57,"M","Battery",1,4,"Low","V",58
"Male",22,"Less than 25","African-American",0,0,1,4,-1,1,2014-10-13 10:19:19,2014-10-17 08:51:04,"F","arrest case no charge",0,10,"High","O",4
"Female",38,"25 - 45","Caucasian",0,0,0,0,-1,1,2013-03-24 11:21:20,2013-03-27 03:17:46,"F","Burglary Assault/Battery Armed",0,1,"Low","V",3
"Male",25,"25 - 45","Hispanic",1,0,0,8,-20,19,2014-08-19 08:45:42,2014-09-08 11:18:07,"F","Agg Battery Grt/Bod/Harm",0,9,"High","V",20
"Female",21,"Less than 25","Caucasian",0,0,0,0,-1,1,2013-08-26 08:11:05,2013-08-29 05:55:18,"F","Burglary Unoccupied Dwelling",0,6,"Medium","N",3
"Male",51,"Greater than 45","African-American",0,0,0,3,-1,1,2013-09-09 08:22:20,2013-09-12 08:28:20,"F","arrest case no charge",0,1,"Low","O",3
"Male",40,"25 - 45","Other",0,0,0,0,-1,1,2014-10-25 11:42:27,2014-10-26 01:47:43,"M","Battery",0,1,"Low","V",1
"Male",33,"25 - 45","African-American",0,0,0,1,-1,1,2014-11-15 10:43:57,2014-11-16 08:10:42,"F","Tamper With Witness/Victim/CI",0,1,"Low","N",1
"Male",67,"Greater than 45","Caucasian",0,0,0,0,-1,1,2013-08-15 12:10:13,2013-08-16 09:07:07,"M","Battery",0,1,"Low","V",1
